"","2197","2198","2199","2200","2201","2202","2203","2204","2205","2206","2207","2208","2209","2210","2211","2212","2213","2214","2215","2216","2217","2218","2219","2220","2221","2222","2223","2224","2225","2226","2227","2228","2229","2230","2231","2232","2233","2234","2235","2236","2237","2238","2239","2240","2241","2242","2243","2244","2245","2246","2247","2248","2249","2250","2251","2252","2253","2254","2255","2256","2257","2258","2259","2260","2261","2262","2263","2264","2265","2266","2267","2268","2269","2270","2271","2272","2273","2274","2275","2276","2277","2278","2279","2280","2281","2282","2283","2284","2285","2286","2287","2288","2289","2290","2291","2292","2293","2294","2295","2296","2297","2298","2299","2300","2301","2302","2303","2304","2305","2306","2307","2308","2309","2310","2311","2312","2313","2314","2315","2316","2317","2318","2319","2320","2321","2322","2323","2324","2325","2326","2327","2328","2329","2330","2331","2332","2333","2334","2335","2336","2337","2338","2339","2340","2341"
"2197",0,29.616068913055,30.3638002843352,29.5283452064894,29.1653680144329,32.1687215455571,32.3535682655779,30.831218745511,30.5902309855416,29.6033566326616,31.9380461436207,31.5955616518394,29.8840803417514,30.9971225635392,30.5956847161071,30.4940725074532,30.93999965046,31.7935509000965,32.3785688090529,33.2934443146101,30.8127844943981,30.4137325489272,30.4628870178506,30.5220728900698,31.0209386855359,30.5683939322466,30.1787306692256,33.2756159508451,31.7035121048392,32.2173354901984,30.907054581568,30.4523958871655,30.1881556812081,30.2764261014995,31.1425714959191,32.960597675769,32.2172679833489,29.8815300827952,30.4515319317652,30.2428981931078,32.1270518191568,32.9816961551732,31.2787066979242,33.0441382891286,30.8295701273285,30.0850294766375,30.3504202551301,30.5425683982046,30.4856936407802,31.4499333898752,32.8212245873234,30.3494075861885,31.1786126172929,32.343927403303,29.3604921793064,30.4652178621455,33.3627832222219,32.3029822906575,29.4984705584244,29.4480553945943,30.1827484234719,33.2723117737048,32.1504050678791,29.1686919845215,30.4454653426086,29.8323519330887,30.6910204244208,33.0717007973442,30.1968885766747,30.4865733292353,30.3389374682827,30.7387228380962,33.4700099421906,32.1306006833452,30.5530815906008,30.4771732184475,30.8007596702107,30.6154154042165,30.770825611651,32.9648026563044,29.6779589099036,30.4116086941453,30.19493707832,30.2518864593326,30.5205816280581,29.1214705632162,30.6565390366254,32.4988155016528,30.2486526786616,32.8086330820581,32.3190014261283,30.6614831920362,30.6460767974181,33.4627354424988,30.6959045355355,31.9918786834973,33.2347075804131,30.4508669823764,29.52116436238,32.6812032611896,33.0900656635315,33.4713686974433,29.3326733831467,30.4866316052191,32.316611314588,31.5229481184631,33.0328935424837,28.5557807883494,32.0961116839017,30.6656037342467,33.2568167421627,30.0698325415162,30.2951822996816,31.8524365894632,32.5514816982237,30.1830447375416,30.5268716495317,32.7562032384179,32.1050995394,31.6877191508535,30.6295071288198,32.3556788579006,30.2574056701849,30.278155264045,32.075107102674,33.1900558923772,29.4433632312566,29.4920823755746,30.3131421675471,30.0843849861096,30.3361466182659,31.346192336265,30.7145772172814,30.4760943589934,31.9733605207727,30.1723897511916,32.7997947490768,33.1858018561555,32.9485887417407,30.4676756551889,30.4711199814569,29.2747429758039,32.9962099549478,32.1937019501307,29.4515086653364
"2198",29.616068913055,0,29.8092373643742,27.9637801511736,29.2167372511824,30.8460471057247,31.2939498160935,30.0112108971653,30.1271647031307,29.1191483328871,31.5920141457021,31.3967807325157,29.9309071246337,29.6193696857838,28.7260155195348,28.5495009572548,27.9728176321067,31.766292725926,32.178254904536,33.1393614967801,29.4694965273163,29.8506746031252,29.8719809609522,27.7719618753058,30.6674751985344,30.0112229376097,28.6351841465522,32.7503816203229,29.7206938451444,30.9963976398404,29.1370580905402,29.8814965183579,28.7205421440272,29.669173681093,30.9019385588632,32.8414697078395,31.9914912781889,29.6445376442662,28.1710703618895,27.7812464910028,31.9567992079091,32.7253705607266,31.1832808863789,32.7417154784445,29.4710774853346,29.3518059144515,27.492392396043,30.1506978106583,30.3432194211178,31.651470381546,32.5374130516216,29.7704751665859,30.986041669022,32.271628686411,29.0618124381879,30.1008148466709,33.0490907809815,31.4489920608561,28.4130473739341,29.4148983294974,29.6702501169933,33.0771972732021,31.9769695180744,29.6272343230623,29.753372699932,29.1530622926034,29.0706531381442,32.6508404400583,29.8545268452582,28.7589331547792,28.866213200849,30.4470833033169,33.5468043186997,31.9252026154781,29.8288899689521,28.5972132077291,28.3928125176989,30.1526178053635,30.0434596140102,32.7258173036743,29.4298689582499,29.9509523738596,28.4235791789111,28.04173097745,28.6149559063718,29.5491765737471,29.0489539117226,32.171491288701,28.3974149323276,32.505427303278,31.152596479499,29.0858918586999,30.1991083456266,33.2819104155333,30.1179785483297,32.1338076312624,32.963657328896,29.4500408318529,29.3116407924825,32.6759806480646,32.9895817400212,33.3149789712356,28.1177421450812,28.2481726880259,32.0733548606961,31.3975643429808,32.6557945450583,29.5493660167792,30.8909775468289,28.6590656387019,33.0259147800891,29.5299972483369,29.9672470135233,31.5665768926194,32.5681983611751,29.5292007703493,30.375811561087,32.5995260998435,31.9310241692574,30.2214207703781,30.3703928416977,30.9101573542509,27.4155853989678,27.1904516018567,30.8396096948559,32.6594249775087,29.2793004605469,28.9152278595974,29.8771433426335,28.522090866991,30.6292499676926,30.3532185909288,28.6470219799659,29.9396957189863,30.5957057566001,27.653371142513,32.9347044807132,32.9108582070206,32.8824090854947,29.8822065775228,30.0016634871504,29.4238063634479,32.855631993366,31.8880376642163,28.2944460681855
"2199",30.3638002843352,29.8092373643742,0,30.8034677568924,29.5851500445481,32.8401377009109,33.2053595382971,28.1713904657432,27.9607678709263,30.2783718537766,30.7123610494678,30.3446819007324,29.0917040323279,32.2227496691667,31.6438396623766,31.6140938612031,31.2478341685202,30.727155862883,31.1677019112729,32.367910442198,31.9223642733435,27.4834866576892,27.7326671144603,30.7638026828796,28.4588827717437,27.6926207340809,31.5538811881488,32.1974529047142,32.5178533790976,33.1081492433054,32.0465851920379,28.1715733085549,31.356206085776,27.0158898252136,29.6813254904039,31.9799295957434,31.0022534450097,28.7822137716902,31.6080508768972,31.1966148842425,30.7546082463683,31.9908712822954,28.9219096079374,32.0450331363086,31.9679405106981,29.9405860409784,30.5131661973064,27.8530959079432,29.6487986693928,30.2804959450633,31.8213255282218,27.6765334309696,29.0254656743245,31.1391965058077,30.2044956136983,27.3070939430718,32.272310003063,33.3212268481851,29.1789370541068,28.8982194692319,28.4344632530468,32.4916766610052,30.8128024677349,30.1973189101715,27.7499912227263,28.3359561939689,31.9593774310805,31.9507645410075,28.3661582662596,31.7422787633415,31.5511865569845,28.2671861793203,32.7122650906937,30.8045123945508,28.8260729493521,31.7990825611091,30.7582088327239,27.9577745527503,28.972185418938,31.7333700250939,28.6286472903226,27.8396560974555,31.3644276983979,31.3715568967555,31.5673806005584,30.3889846085507,31.7352390844672,31.4145039874776,31.3472720276655,31.6534834194488,33.097126543026,31.9347340557047,27.8018409403476,32.5532037525538,28.2916405255897,30.7654335707735,32.320195802052,28.1371399884264,30.214932607627,31.4668362954394,32.1410245161648,32.8462728625662,30.185801851228,31.5178840910057,31.1616397597481,29.2171899645778,31.8123715422125,30.196748835583,32.8668331401008,31.692751419974,32.0713297672354,28.5061648850014,28.122709495684,30.1430582025762,31.1786707409236,28.0383740998862,27.8396340922941,31.9689669293332,30.9487941668212,32.4365724348303,28.7668953333333,32.9170999154022,30.735932905321,30.6251545154315,32.9012990455524,32.2429688434615,29.4669418028731,29.1659978409479,27.7371041586869,31.4197855597136,29.4949563142767,32.1393074177519,31.9541754494222,27.7914956225025,33.0072858300889,30.965203210842,31.9340031381344,32.3207626762694,32.0961810953103,28.1321357298441,27.3746557168032,30.4897206729045,32.275548445168,31.0849267349751,29.9308775337819
"2200",29.5283452064894,27.9637801511736,30.8034677568924,0,29.6784697249555,31.0157954317199,31.3189244890717,30.9379712095109,30.9539855870086,29.7137346898798,31.8732744996202,32.0504354466825,30.558043092894,29.6265729764095,28.7847307177864,28.33513945164,29.3625029908766,32.2473205537225,32.5853326625246,33.6312892358642,29.394926024414,30.7998335176362,30.6873992086094,29.2872414011541,31.4310904791299,30.8548802593097,28.2846483284842,33.4189115657397,29.9043026183392,31.3433961147172,29.2995877495162,30.7296476265461,28.3419821127209,30.6640183286605,31.5602763704393,33.3338032289754,32.5051780284051,30.4296147099813,28.7744451881305,28.2833601501891,32.3193159368234,33.2607187800833,31.9240635124005,33.3430435098686,29.4804179736339,30.1375248903356,28.8928612478331,30.7625838434626,30.92406587827,32.036365925694,33.0693969797225,30.6706550227412,31.7961254115856,32.709246102768,29.5886295720632,30.830611680543,33.6450235549008,31.5750512240873,29.3761353525677,29.9800268480866,30.5612058346275,33.6270795107881,32.5227047171793,29.9061214576672,30.7012374744073,29.8611104917287,28.7532003645272,33.2290355820875,30.5847130564358,28.5967791333281,28.9016651791478,31.1555719990089,34.1059159520023,32.4651749608633,30.5906039763619,28.6263289420038,29.7051437978893,30.9789921382221,31.1099287000726,33.1920046913965,30.1731309156836,30.7805981337312,28.3051575169428,28.4391947857301,28.7283320124775,29.623399656934,28.7664603069136,32.6619549608328,28.4419000732267,32.9942346586119,31.3179419836205,28.9442770670484,30.8351944102886,33.9229972617842,31.1084902754024,32.4501186702973,33.5400280503386,30.3586240227274,29.6163502895855,33.1906667269875,33.3699502374036,33.8923748080095,27.6746657227085,28.6222663973491,32.71737577467,31.9909375354391,33.200270934443,29.5824725788237,31.4017571660741,29.0619994597505,33.4992115872279,30.4820636238624,30.8533706000133,32.2955903404924,32.9907648584877,30.4671313267857,31.2836097413478,33.0731670551832,32.4613301173236,30.556567657665,31.4303143520666,31.300137506909,29.1680017155872,29.0442826724719,31.0441371855942,33.3770321625196,29.8441657073895,29.7306768020478,30.7737422720272,27.9055805827303,31.1451555343651,30.3889381959381,29.2607846600924,30.7938758383775,30.8777721947624,28.6936935634049,33.4030470835406,33.4669801412779,33.3770771438356,30.7230729417167,30.8728347900947,29.8075567147812,33.2802426802505,32.5362328853544,29.3149943541185
"2201",29.1653680144329,29.2167372511824,29.5851500445481,29.6784697249555,0,32.541384766589,32.5974751394044,29.6298698762758,29.5442426353928,28.1462490640565,31.169329373865,30.9683583061198,28.7185350465848,31.5674841396797,30.9767901417424,30.6665728983997,30.6322160610879,31.3529697194118,31.7823356077328,32.6043081465575,31.3338625178101,29.4814338644195,29.2167452914612,30.142956190294,30.0952347584693,29.499035115271,30.5454189501769,32.492352578235,32.143196747959,32.7191311849778,31.2808891453422,29.5278890580356,30.4291994653699,29.4389115140947,30.6743659254591,32.5037601676383,31.7978599104952,28.4198206017025,30.9289127868386,30.5038866011837,31.6865625824556,32.5935353320236,30.6206299164442,32.408825865692,31.3324491240417,28.36135538134,30.0590943811915,29.4967584814883,29.6550976659529,31.2603683394943,32.3018078409635,29.1059418691716,30.6193236323016,31.9233033722379,28.4365370396211,29.5644733327181,32.7848289237978,32.7651108687235,28.2999625229681,27.682915374534,28.8810592909712,32.6501557966875,31.7076551451195,27.9292772346084,29.5267871129111,28.5560489082547,31.0524366166763,32.3015221532685,28.8698892897041,30.8347567098876,30.6653825524002,29.9264270110233,33.1209805905748,31.5006568345712,29.326019759337,30.7741399583071,30.4076357557619,29.6448607566354,29.7083840972057,32.2803905635558,28.2376249740549,29.4518373810318,30.5459721569404,30.435020414764,31.0432638490117,29.746823675769,30.99786185201,32.1726570482434,30.5763841428376,32.1662793478936,32.6130686870153,31.1295640937663,29.6023031913061,32.9299458966081,29.8758037012695,31.6104822450607,32.5334136459334,28.6908199575188,28.1239116540584,32.4826554309604,32.4242241036675,33.1284974506979,29.0728382116382,30.641206147335,31.8665292514093,30.7187857731301,32.484400633587,28.4675078154089,32.3916006974386,31.0620340227266,32.5256760534965,28.8181042724306,29.4085134005379,31.3175009203812,31.9791453900415,29.136630580399,29.7281197266715,32.2077595060289,31.7556502775821,31.983684355125,29.8195734894063,32.5241385063036,29.8491991490308,29.8175974842042,32.4878250815856,32.5232371801648,27.6526839995219,28.1194073959948,29.4809561749395,30.4101604444174,29.7160256205849,31.5187449480609,31.1804088896055,29.7029216670551,32.3385971757078,30.2626481738068,32.3464822261071,32.4434403302614,32.2293755892159,29.4444377243395,29.603701506564,28.2376965522419,32.3158029066541,31.5293089985836,28.9362043718813
"2202",32.1687215455571,30.8460471057247,32.8401377009109,31.0157954317199,32.541384766589,0,30.2181551661526,33.2340089668434,33.05884359919,32.5592946881073,34.0462068033528,33.8991307717392,32.836643515835,30.9235270014412,30.9409886961789,31.1395938454053,31.8563594730234,34.2768475570444,34.6027735649726,35.3380041932218,30.9754961483588,32.9330435955161,33.0569735032533,31.9917317702376,33.6401216632466,33.1894287011375,31.0654926618335,35.0307545996505,31.4538283297662,30.258501314641,31.2942558605442,32.9257086977223,30.9907933159162,32.9036768137202,33.6056236797909,35.0423542388162,34.4861904959301,32.8433424120043,31.2064949006191,31.1662168698635,34.3787291643462,35.1238928577315,33.8155344720078,35.1302219461353,30.2833949191119,32.7283499618682,31.8179478885644,33.2253679879604,33.1360202822344,34.1003741103689,34.8691995272528,32.8458470493332,33.8479286029978,34.6849051514173,32.303688964692,33.1613274770644,35.2771045565467,30.5869247470725,32.1770336282236,32.3041094877927,32.9156949125135,35.4975151117943,34.5665227144104,32.5998065526946,33.0776861036609,32.3953003435263,31.1511220026819,35.1100632385709,33.0611062996859,30.7535335301316,31.0710695650444,33.4323554975398,35.5555126794723,34.2747407257724,32.8296228683784,31.3449243347697,32.3736127285195,33.1962161760869,33.3815941485113,34.9909310254784,32.8509159742571,33.0530862383349,31.052936579056,31.5371897225484,30.9196464977934,31.8194223091655,30.8790614899107,34.381134446618,30.9075179967195,35.1118432911664,30.3864761018187,30.8369680402818,33.2052252303462,35.5147020328239,33.2755802877004,34.4530548170885,35.1397489825071,32.842310982741,32.5114649856802,34.8815257856275,35.2444329896925,35.5377113528724,31.0039031930815,31.3479057738543,34.7165131901443,34.0456442379688,35.0046574178015,32.2706720041343,30.1330210104141,31.3913404756069,35.1515107363204,32.8117173110046,33.0496010055447,34.2281238316308,34.8042907251057,32.9758672685043,33.3734533980296,34.9483055384771,34.6225629559807,29.9892411666704,33.6040753707716,30.1916128388246,31.90475925418,31.7816793230009,29.9188925705039,35.0355597067752,32.3073838908121,32.3202556601391,32.9960120540423,30.7915781050921,33.3833314353328,29.3757080867674,31.2578700669058,32.9674630241498,30.1452495594004,31.3405564975965,35.2955181929869,35.3366112010687,35.1186743988402,33.1505839596483,33.0943027169442,32.4935554925426,35.2065866182112,34.460188450545,32.2180286086244
"2203",32.3535682655779,31.2939498160935,33.2053595382971,31.3189244890717,32.5974751394044,30.2181551661526,0,33.5448981679971,33.4697066805189,32.6922848139334,34.2206255622484,34.2336996929509,33.0788672787312,31.3984605223648,31.3290705290789,31.598435556516,32.2295976027594,34.6804351306015,34.7507794610981,35.222824180551,31.340172592208,33.2442244513034,33.3617178307402,32.4517939507963,34.0862388801767,33.5162164317603,31.3804804207017,34.9596055413334,31.8512324668552,30.4230608111987,31.6027359887736,33.1822864728952,31.3289173850846,33.3175489283099,34.0063349231338,34.9536655963674,34.7085618030816,32.9747278778323,31.6585180802839,31.5603433305167,34.5620277157544,35.1408507985209,34.1676106722622,35.1096194430092,30.7110422641712,32.8121092116063,32.140886164676,33.5189062147451,33.2756196511601,34.4765631970629,34.9414975043038,33.1894030845375,34.2909568901943,34.783045721565,32.5528786459134,33.5421055327671,35.3169011691958,30.6710302526302,32.3373729676581,32.551128554483,33.2721635778784,35.4066835840421,34.7568782535112,32.7687114655203,33.4020856650871,32.5501644447378,31.3709237242402,35.0406150814449,33.2224045574477,31.1119696144799,31.5129291166232,33.7148576219031,35.5591918178842,34.4254786632166,32.9422268323841,31.7499121342745,32.7690175074064,33.4483444356513,33.8028511726787,35.1627508481012,32.901740761188,33.4650239125575,31.5896146392321,31.8500573536556,31.256135102759,32.0815239062238,31.3298699769568,34.4586905682491,31.2101939468497,35.159749652701,30.5622686751024,31.1484944646997,33.522025237799,35.4603380351169,33.6082697151099,34.6439313420008,35.0935725524761,33.1375757843886,32.6651872701669,35.0778330697005,35.1396900305964,35.53654828403,31.2189790753519,31.6569295400833,34.7435526316068,34.3515358420936,35.0021489001003,32.4496613120481,30.3006035540531,31.7963753252003,35.1416414822387,33.0008387185627,33.3338355728652,34.4939453991267,34.9067223913302,33.2117146986651,33.7849792330688,34.9742703858261,34.7349558418341,30.3483285631348,33.8954367213626,30.4190964648849,32.22703338612,32.1317198261597,30.2922013377113,35.0304776688219,32.3093590159501,32.4844343719924,33.2145639168947,31.2797622334169,33.5445167708686,29.8452971266719,31.7523410744425,33.2931297789224,30.4085039862345,31.6800983901319,35.2604434372285,35.2316065908671,34.9919376169075,33.4571010939135,33.4160941612755,32.7456599114606,35.1865786812084,34.4997545621999,32.3508931557341
"2204",30.831218745511,30.0112108971653,28.1713904657432,30.9379712095109,29.6298698762758,33.2340089668434,33.5448981679971,0,28.0202049194735,30.0242024581238,30.563354590273,30.2417876314529,29.2013040500349,32.3474545733547,31.6488252424381,31.7255656833578,31.3310737159137,30.3123107808923,30.9550681342904,32.1973559560234,32.1010803487176,27.4741864597847,27.6557654890617,30.9706202819846,28.7380510509082,28.024700160175,31.5995958947126,32.0332879388552,32.8171274958854,33.3977001236281,32.1885962173886,27.877990046662,31.458182330117,27.7461587430387,29.8519036228178,31.9890000068923,30.8956614128908,28.9109995972926,31.7996185575766,31.3837498838022,31.1006993595237,32.0674079450972,29.5110278706522,32.0983122036373,32.1364220219326,29.5578150587086,30.7854626826603,28.5991547770447,29.6683205070144,30.3358956055746,31.659654810915,27.3495776100336,29.1559343386423,31.1930625815385,30.0346993161097,28.1052771573821,32.2661202501527,33.5315854696384,29.271034531982,29.0692963492729,28.7250935538741,32.1625792044116,30.9355146119007,30.499579866791,27.7492647445886,28.4334635766513,32.0784513567404,32.0398367795637,28.1710174741716,31.9073281896601,31.6114574333236,28.7208493011353,32.6705641194677,31.0046295403079,28.8873073346467,31.7599547354533,30.8325246295531,27.9954717935601,29.1518917657923,31.5185597946153,28.8479871685129,28.1913024611595,31.4671641924307,31.5149417832136,31.9064448952099,30.4870723409273,31.7766143393936,31.4145558471172,31.5304026491413,31.591039983112,33.1132886047312,32.1460276787663,28.3176630598859,32.4783195415435,28.5874421568401,30.6677616774325,32.3327872453989,28.3449780140848,29.9455296773414,31.6172266821052,32.2779845207548,32.7044311374774,30.261124162719,31.7178309265423,31.1939298047969,29.7487891376717,31.8419349944012,30.6545656715589,33.1393031393809,31.7279645034513,31.9415450272642,28.9579472732349,28.7770442602853,30.3887703832692,31.3564522462241,27.633422993777,28.4466869264557,31.8495629336734,30.9258296542339,32.7002288841669,29.0435276153984,33.330048707122,30.8867467890402,30.5421024536736,33.2962974642006,32.1714145931335,29.646179469656,29.1300092484614,27.6194594991203,31.5567980211235,29.7467135196567,32.3203870030659,32.0510362707307,28.2879680129949,33.2005748454712,31.3373586741421,32.0302934118262,32.1860318878143,32.1552199890231,28.1267734012558,28.2443755439091,30.6910054629062,32.1307577032646,31.3420395069835,29.945613138284
"2205",30.5902309855416,30.1271647031307,27.9607678709263,30.9539855870086,29.5442426353928,33.05884359919,33.4697066805189,28.0202049194735,0,30.1833512736079,30.6554004774162,30.2401128125674,28.9725616096795,32.2653692497859,31.6399455959319,31.6214672706957,31.4331307047425,30.5688363341261,31.3917108550212,32.4630470464564,32.0399356553153,27.2730276458846,27.9911103539627,30.9141596622685,28.4710245087949,28.193220572628,31.6013761392571,32.3279761193489,32.7506142158832,33.3315417018089,32.1308856493217,28.1546104045052,31.3873885113872,27.3339566126644,29.699300893259,32.1586754346162,31.1491549336471,28.8725744565403,31.7963297721082,31.4193946395346,31.1907903387633,32.1406943578282,28.9843592654264,32.3251344621223,32.0205021627483,29.5652215500871,30.7945187032331,28.0772943587179,29.6256623855343,30.2560810012908,31.9846178270919,27.4011107007581,29.0539009401458,31.0883345152714,30.2351847272332,27.9114570342113,32.6403348467741,33.5408020778676,29.3825639741723,29.0720040660753,28.8159206698267,32.3953153002691,31.0743093839923,30.1421869075898,28.0578364579519,28.5686451186013,32.0986512623112,32.1581025887992,28.4853872496342,31.8790853585477,31.7515648347904,28.3637357338556,32.857715361785,31.2486940564602,29.0455701595082,31.8079796946728,30.820081202606,27.8201142088996,29.079001177337,32.0891934636901,28.6817963938529,28.0402937859579,31.4705025827122,31.4750948376571,31.8026809069989,30.4059663326296,31.8182815165626,31.7771892857271,31.5725779438975,31.8901075070578,33.2195325599526,32.0953801773139,27.9700199572198,32.5573196638246,28.582327252227,30.7143818197063,32.6701035981753,28.4244978196184,29.9968011819035,31.7504266650367,32.399589276752,32.9977912860896,30.3445826056879,31.6772694947859,31.1791802359787,29.0921870456922,32.0943343323029,30.4549042970836,32.9071551168391,31.6526420603102,32.345193585155,28.5568073775538,28.1685946384827,30.3663254628055,31.3069787193232,27.9148819445199,28.1236646709528,32.0429779821586,31.0708932211562,32.7360732455185,28.5367572992291,33.2007633659204,30.8542471535848,30.5776260888673,33.1970716777908,32.2474939360673,29.4264158996915,29.2549163835343,27.671536588522,31.4544766066118,29.4430579209892,32.2255127819512,32.0198114723122,28.1880750731182,33.1888489396931,31.0910167357548,32.1571443516883,32.5111476606099,32.4382869073565,28.3292826579134,28.0845929286593,30.4776351629279,32.1295353474069,31.3203428550709,30.0088117805155
"2206",29.6033566326616,29.1191483328871,30.2783718537766,29.7137346898798,28.1462490640565,32.5592946881073,32.6922848139334,30.0242024581238,30.1833512736079,0,31.503240058113,31.4303594779159,29.5346088391446,31.5008676539397,30.7957777866499,30.5765092986337,30.5139858546862,31.6672494413537,32.0755153061503,32.9794308576056,31.1993457596853,29.9246938051291,29.8379123406218,30.2678647950837,30.5992788820975,30.0174484172923,30.3992946194554,32.7611618456497,31.9700294621884,32.7728106684434,31.0353680800725,29.7507470905401,30.4138250421834,29.9542287064528,31.1060002531094,32.7469013533163,31.9255226569584,29.4412975535269,30.7486002467298,30.334453000134,32.0928608828471,32.7541378261304,31.0598505857147,32.7296525970363,31.1952280033167,28.7030866434005,30.2121686493546,30.3866093173989,30.1720876710639,31.3779887594535,32.3986384155427,29.705008422792,31.2126372805518,32.1839961273627,27.9667605065952,30.3124762240407,33.0547649361681,32.90234129822,28.2723237263629,28.6245432064714,29.5570906959148,32.9573267997414,32.0324144186411,28.383733809437,30.0245417978071,29.0699106566053,30.8879660270471,32.6748147722685,29.5063046614953,30.6671450903859,30.6689325353929,30.5310653542915,33.4518619699415,31.9909260322472,29.7703131450497,30.6404415739472,30.2987281800125,30.017670487989,30.2421693418756,32.4768845197295,29.0719267291478,30.0930612291539,30.4529792049221,30.4259525563852,30.8526461074924,30.0849476304806,30.923819296177,32.2692574985213,30.4668183110987,32.3624134446284,32.5493634910558,31.0985258796907,30.1180169061875,33.2502880480678,30.5765363641663,32.1268559898018,32.8410072437765,29.3885621377183,27.7150495969951,32.6576367604142,32.8585001939738,33.3023642109215,29.2357927182558,30.6917896983567,32.2153026836821,31.337544166157,32.6027195879062,28.834378771893,32.3897817187871,31.0536493364328,32.8913906941533,29.3690879319019,29.9936191334919,31.7632115216825,32.4752065978632,29.6763162074571,30.3952685875394,32.4205949917268,32.0066767542302,31.9705670413201,30.3200700593856,32.659862399368,29.9657359114118,29.8493308524918,32.4132214641575,32.621328126916,28.5593636033552,28.6071543786391,29.8783632273923,30.2132408486117,30.3783472966601,31.4886325830151,31.0182892334156,30.0602464727737,32.3813680735595,30.1813858583907,32.5886987784941,32.6568898756321,32.5293687411966,29.9717095052398,30.170597905554,28.6508754867963,32.399822824264,32.0347639988878,29.2604211831857
